"No.","Leftover Capture Data","Length","Source Port","Destination Port","Time","Source","Destination","Protocol","Info"
"6738","01010300","31","0x00000001","0xffffffff","105.674585","1.3.1","host","USB","URB_INTERRUPT in"
"6739","01010300","31","0x00000001","0xffffffff","105.674585","1.3.1","host","USB","URB_INTERRUPT in"
"6740","01010300","31","0x00000001","0xffffffff","105.690185","1.3.1","host","USB","URB_INTERRUPT in"
"6741","01010400","31","0x00000001","0xffffffff","105.690185","1.3.1","host","USB","URB_INTERRUPT in"
"6742","01020500","31","0x00000001","0xffffffff","105.705785","1.3.1","host","USB","URB_INTERRUPT in"
"6743","01020300","31","0x00000001","0xffffffff","105.705785","1.3.1","host","USB","URB_INTERRUPT in"
"6744","01010200","31","0x00000001","0xffffffff","105.721386","1.3.1","host","USB","URB_INTERRUPT in"
"6745","01000100","31","0x00000001","0xffffffff","105.721386","1.3.1","host","USB","URB_INTERRUPT in"
"6746","01000100","31","0x00000001","0xffffffff","105.736986","1.3.1","host","USB","URB_INTERRUPT in"
"6747","01000200","31","0x00000001","0xffffffff","105.736986","1.3.1","host","USB","URB_INTERRUPT in"
"6748","01000100","31","0x00000001","0xffffffff","105.752586","1.3.1","host","USB","URB_INTERRUPT in"
"6749","01010200","31","0x00000001","0xffffffff","105.752586","1.3.1","host","USB","URB_INTERRUPT in"
"6750","01000200","31","0x00000001","0xffffffff","105.799386","1.3.1","host","USB","URB_INTERRUPT in"
"6751","01000100","31","0x00000001","0xffffffff","105.830586","1.3.1","host","USB","URB_INTERRUPT in"
"6752","01000100","31","0x00000001","0xffffffff","105.830586","1.3.1","host","USB","URB_INTERRUPT in"
"6753","01000100","31","0x00000001","0xffffffff","105.830586","1.3.1","host","USB","URB_INTERRUPT in"
"6754","01fe0200","31","0x00000001","0xffffffff","105.846186","1.3.1","host","USB","URB_INTERRUPT in"
"6755","01000100","31","0x00000001","0xffffffff","105.861786","1.3.1","host","USB","URB_INTERRUPT in"
"6756","01000100","31","0x00000001","0xffffffff","105.861786","1.3.1","host","USB","URB_INTERRUPT in"
"6757","01000100","31","0x00000001","0xffffffff","105.877386","1.3.1","host","USB","URB_INTERRUPT in"
"6758","01000200","31","0x00000001","0xffffffff","105.908586","1.3.1","host","USB","URB_INTERRUPT in"
"6759","01ff0100","31","0x00000001","0xffffffff","105.908586","1.3.1","host","USB","URB_INTERRUPT in"
"6760","0100ff00","31","0x00000001","0xffffffff","106.017786","1.3.1","host","USB","URB_INTERRUPT in"
"6761","01ffff00","31","0x00000001","0xffffffff","106.017786","1.3.1","host","USB","URB_INTERRUPT in"
"6762","0100fe00","31","0x00000001","0xffffffff","106.033386","1.3.1","host","USB","URB_INTERRUPT in"
"6763","00fffd00","31","0x00000001","0xffffffff","106.033386","1.3.1","host","USB","URB_INTERRUPT in"
"6764","00fefc00","31","0x00000001","0xffffffff","106.048986","1.3.1","host","USB","URB_INTERRUPT in"
"6765","0000ff00","31","0x00000001","0xffffffff","106.048986","1.3.1","host","USB","URB_INTERRUPT in"
"6766","00fefb00","31","0x00000001","0xffffffff","106.064586","1.3.1","host","USB","URB_INTERRUPT in"
"6767","00fdfb00","31","0x00000001","0xffffffff","106.064586","1.3.1","host","USB","URB_INTERRUPT in"
"6768","00fefc00","31","0x00000001","0xffffffff","106.080186","1.3.1","host","USB","URB_INTERRUPT in"
"6769","00fffb00","31","0x00000001","0xffffffff","106.080186","1.3.1","host","USB","URB_INTERRUPT in"
"6770","00fefc00","31","0x00000001","0xffffffff","106.095786","1.3.1","host","USB","URB_INTERRUPT in"
"6771","00fffb00","31","0x00000001","0xffffffff","106.095786","1.3.1","host","USB","URB_INTERRUPT in"
"6772","00fffb00","31","0x00000001","0xffffffff","106.111386","1.3.1","host","USB","URB_INTERRUPT in"
"6773","00fffc00","31","0x00000001","0xffffffff","106.111386","1.3.1","host","USB","URB_INTERRUPT in"
"6774","0000fb00","31","0x00000001","0xffffffff","106.126986","1.3.1","host","USB","URB_INTERRUPT in"
"6775","00fefc00","31","0x00000001","0xffffffff","106.126986","1.3.1","host","USB","URB_INTERRUPT in"
"6776","0000fc00","31","0x00000001","0xffffffff","106.142586","1.3.1","host","USB","URB_INTERRUPT in"
"6777","0000fd00","31","0x00000001","0xffffffff","106.142586","1.3.1","host","USB","URB_INTERRUPT in"
"6778","0000fe00","31","0x00000001","0xffffffff","106.158186","1.3.1","host","USB","URB_INTERRUPT in"
"6779","0000fc00","31","0x00000001","0xffffffff","106.158186","1.3.1","host","USB","URB_INTERRUPT in"
"6780","0000ff00","31","0x00000001","0xffffffff","106.173786","1.3.1","host","USB","URB_INTERRUPT in"
"6781","00fffd00","31","0x00000001","0xffffffff","106.173786","1.3.1","host","USB","URB_INTERRUPT in"
"6782","0000ff00","31","0x00000001","0xffffffff","106.173786","1.3.1","host","USB","URB_INTERRUPT in"
"6783","0000fc00","31","0x00000001","0xffffffff","106.189386","1.3.1","host","USB","URB_INTERRUPT in"
"6784","00fffe00","31","0x00000001","0xffffffff","106.189386","1.3.1","host","USB","URB_INTERRUPT in"
"6785","0000fe00","31","0x00000001","0xffffffff","106.236186","1.3.1","host","USB","URB_INTERRUPT in"
"6786","0000ff00","31","0x00000001","0xffffffff","106.282987","1.3.1","host","USB","URB_INTERRUPT in"
"6787","0000ff00","31","0x00000001","0xffffffff","106.329787","1.3.1","host","USB","URB_INTERRUPT in"
"6788","0000ff00","31","0x00000001","0xffffffff","106.345387","1.3.1","host","USB","URB_INTERRUPT in"
"6789","0000fe00","31","0x00000001","0xffffffff","106.345387","1.3.1","host","USB","URB_INTERRUPT in"
"6790","0000ff00","31","0x00000001","0xffffffff","106.376587","1.3.1","host","USB","URB_INTERRUPT in"
"6791","0000ff00","31","0x00000001","0xffffffff","106.392187","1.3.1","host","USB","URB_INTERRUPT in"
"6792","0000ff00","31","0x00000001","0xffffffff","106.407787","1.3.1","host","USB","URB_INTERRUPT in"
"6793","0000fe00","31","0x00000001","0xffffffff","106.423387","1.3.1","host","USB","URB_INTERRUPT in"
"6794","0000ff00","31","0x00000001","0xffffffff","106.438987","1.3.1","host","USB","URB_INTERRUPT in"
"6795","0000ff00","31","0x00000001","0xffffffff","106.438987","1.3.1","host","USB","URB_INTERRUPT in"
"6796","0001fe00","31","0x00000001","0xffffffff","106.454587","1.3.1","host","USB","URB_INTERRUPT in"
"6797","0001ff00","31","0x00000001","0xffffffff","106.470187","1.3.1","host","USB","URB_INTERRUPT in"
"6798","0000ff00","31","0x00000001","0xffffffff","106.501387","1.3.1","host","USB","URB_INTERRUPT in"
"6799","0001ff00","31","0x00000001","0xffffffff","106.516987","1.3.1","host","USB","URB_INTERRUPT in"
"6800","0000fd00","31","0x00000001","0xffffffff","106.532587","1.3.1","host","USB","URB_INTERRUPT in"
"6801","0000ff00","31","0x00000001","0xffffffff","106.532587","1.3.1","host","USB","URB_INTERRUPT in"
"6802","0001ff00","31","0x00000001","0xffffffff","106.548187","1.3.1","host","USB","URB_INTERRUPT in"
"6803","0000ff00","31","0x00000001","0xffffffff","106.579387","1.3.1","host","USB","URB_INTERRUPT in"
"6804","0001ff00","31","0x00000001","0xffffffff","106.641787","1.3.1","host","USB","URB_INTERRUPT in"
"6805","0000ff00","31","0x00000001","0xffffffff","106.657387","1.3.1","host","USB","URB_INTERRUPT in"
"6806","0000ff00","31","0x00000001","0xffffffff","106.719787","1.3.1","host","USB","URB_INTERRUPT in"
"6807","0000ff00","31","0x00000001","0xffffffff","106.735387","1.3.1","host","USB","URB_INTERRUPT in"
"6808","0000ff00","31","0x00000001","0xffffffff","106.750987","1.3.1","host","USB","URB_INTERRUPT in"
"6809","0000ff00","31","0x00000001","0xffffffff","106.782187","1.3.1","host","USB","URB_INTERRUPT in"
"6810","0000ff00","31","0x00000001","0xffffffff","106.782187","1.3.1","host","USB","URB_INTERRUPT in"
"6811","0000ff00","31","0x00000001","0xffffffff","106.797787","1.3.1","host","USB","URB_INTERRUPT in"
"6812","0000ff00","31","0x00000001","0xffffffff","106.813387","1.3.1","host","USB","URB_INTERRUPT in"
"6813","00ffff00","31","0x00000001","0xffffffff","106.828987","1.3.1","host","USB","URB_INTERRUPT in"
"6814","0000fe00","31","0x00000001","0xffffffff","106.844587","1.3.1","host","USB","URB_INTERRUPT in"
"6815","01000000","31","0x00000001","0xffffffff","106.891388","1.3.1","host","USB","URB_INTERRUPT in"
"6816","0100ff00","31","0x00000001","0xffffffff","106.906988","1.3.1","host","USB","URB_INTERRUPT in"
"6817","0100ff00","31","0x00000001","0xffffffff","106.938188","1.3.1","host","USB","URB_INTERRUPT in"
"6818","0100ff00","31","0x00000001","0xffffffff","106.984988","1.3.1","host","USB","URB_INTERRUPT in"
"6819","0101fe00","31","0x00000001","0xffffffff","107.016188","1.3.1","host","USB","URB_INTERRUPT in"
"6820","0101fe00","31","0x00000001","0xffffffff","107.031788","1.3.1","host","USB","URB_INTERRUPT in"
"6821","0101ff00","31","0x00000001","0xffffffff","107.047388","1.3.1","host","USB","URB_INTERRUPT in"
"6822","01010000","31","0x00000001","0xffffffff","107.062988","1.3.1","host","USB","URB_INTERRUPT in"
"6823","01010000","31","0x00000001","0xffffffff","107.078588","1.3.1","host","USB","URB_INTERRUPT in"
"6824","01020000","31","0x00000001","0xffffffff","107.094188","1.3.1","host","USB","URB_INTERRUPT in"
"6825","01010000","31","0x00000001","0xffffffff","107.109788","1.3.1","host","USB","URB_INTERRUPT in"
"6826","0102ff00","31","0x00000001","0xffffffff","107.109788","1.3.1","host","USB","URB_INTERRUPT in"
"6827","0104fe00","31","0x00000001","0xffffffff","107.125388","1.3.1","host","USB","URB_INTERRUPT in"
"6828","01010000","31","0x00000001","0xffffffff","107.140988","1.3.1","host","USB","URB_INTERRUPT in"
"6829","01020000","31","0x00000001","0xffffffff","107.156588","1.3.1","host","USB","URB_INTERRUPT in"
"6830","0101ff00","31","0x00000001","0xffffffff","107.156588","1.3.1","host","USB","URB_INTERRUPT in"
"6831","01020000","31","0x00000001","0xffffffff","107.172188","1.3.1","host","USB","URB_INTERRUPT in"
"6832","01020000","31","0x00000001","0xffffffff","107.172188","1.3.1","host","USB","URB_INTERRUPT in"
"6833","01010000","31","0x00000001","0xffffffff","107.187788","1.3.1","host","USB","URB_INTERRUPT in"
"6834","01040000","31","0x00000001","0xffffffff","107.187788","1.3.1","host","USB","URB_INTERRUPT in"
"6835","0102ff00","31","0x00000001","0xffffffff","107.203388","1.3.1","host","USB","URB_INTERRUPT in"
"6836","01040000","31","0x00000001","0xffffffff","107.203388","1.3.1","host","USB","URB_INTERRUPT in"
"6837","01040000","31","0x00000001","0xffffffff","107.218988","1.3.1","host","USB","URB_INTERRUPT in"
"6838","0102ff00","31","0x00000001","0xffffffff","107.218988","1.3.1","host","USB","URB_INTERRUPT in"
"6839","01010000","31","0x00000001","0xffffffff","107.234588","1.3.1","host","USB","URB_INTERRUPT in"
"6840","01030000","31","0x00000001","0xffffffff","107.234588","1.3.1","host","USB","URB_INTERRUPT in"
"6841","01010000","31","0x00000001","0xffffffff","107.250188","1.3.1","host","USB","URB_INTERRUPT in"
"6842","01010000","31","0x00000001","0xffffffff","107.296988","1.3.1","host","USB","URB_INTERRUPT in"
"6843","01020000","31","0x00000001","0xffffffff","107.312588","1.3.1","host","USB","URB_INTERRUPT in"
"6844","01010000","31","0x00000001","0xffffffff","107.328188","1.3.1","host","USB","URB_INTERRUPT in"
"6845","01010000","31","0x00000001","0xffffffff","107.328188","1.3.1","host","USB","URB_INTERRUPT in"
"6846","01010100","31","0x00000001","0xffffffff","107.343788","1.3.1","host","USB","URB_INTERRUPT in"
"6847","01020200","31","0x00000001","0xffffffff","107.343788","1.3.1","host","USB","URB_INTERRUPT in"
"6848","01010100","31","0x00000001","0xffffffff","107.359388","1.3.1","host","USB","URB_INTERRUPT in"
"6849","01010100","31","0x00000001","0xffffffff","107.359388","1.3.1","host","USB","URB_INTERRUPT in"
"6850","01010100","31","0x00000001","0xffffffff","107.374988","1.3.1","host","USB","URB_INTERRUPT in"
"6851","01010100","31","0x00000001","0xffffffff","107.390588","1.3.1","host","USB","URB_INTERRUPT in"
"6852","01000100","31","0x00000001","0xffffffff","107.390588","1.3.1","host","USB","URB_INTERRUPT in"
"6853","01010100","31","0x00000001","0xffffffff","107.406188","1.3.1","host","USB","URB_INTERRUPT in"
"6854","01020100","31","0x00000001","0xffffffff","107.406188","1.3.1","host","USB","URB_INTERRUPT in"
"6855","01010100","31","0x00000001","0xffffffff","107.437389","1.3.1","host","USB","URB_INTERRUPT in"
"6856","01010100","31","0x00000001","0xffffffff","107.452989","1.3.1","host","USB","URB_INTERRUPT in"
"6857","01010100","31","0x00000001","0xffffffff","107.468589","1.3.1","host","USB","URB_INTERRUPT in"
"6858","01010100","31","0x00000001","0xffffffff","107.468589","1.3.1","host","USB","URB_INTERRUPT in"
"6859","01010100","31","0x00000001","0xffffffff","107.484189","1.3.1","host","USB","URB_INTERRUPT in"
"6860","01010100","31","0x00000001","0xffffffff","107.499789","1.3.1","host","USB","URB_INTERRUPT in"
"6861","01020200","31","0x00000001","0xffffffff","107.499789","1.3.1","host","USB","URB_INTERRUPT in"
"6862","01010100","31","0x00000001","0xffffffff","107.515389","1.3.1","host","USB","URB_INTERRUPT in"
"6863","01010100","31","0x00000001","0xffffffff","107.515389","1.3.1","host","USB","URB_INTERRUPT in"
"6864","01010100","31","0x00000001","0xffffffff","107.530989","1.3.1","host","USB","URB_INTERRUPT in"
"6865","01000100","31","0x00000001","0xffffffff","107.546589","1.3.1","host","USB","URB_INTERRUPT in"
"6866","01010100","31","0x00000001","0xffffffff","107.562189","1.3.1","host","USB","URB_INTERRUPT in"
"6867","01000100","31","0x00000001","0xffffffff","107.577789","1.3.1","host","USB","URB_INTERRUPT in"
"6868","01010200","31","0x00000001","0xffffffff","107.577789","1.3.1","host","USB","URB_INTERRUPT in"
"6869","01010100","31","0x00000001","0xffffffff","107.593389","1.3.1","host","USB","URB_INTERRUPT in"
"6870","01000100","31","0x00000001","0xffffffff","107.593389","1.3.1","host","USB","URB_INTERRUPT in"
"6871","01000100","31","0x00000001","0xffffffff","107.608989","1.3.1","host","USB","URB_INTERRUPT in"
"6872","01ff0200","31","0x00000001","0xffffffff","107.624589","1.3.1","host","USB","URB_INTERRUPT in"
"6873","01000100","31","0x00000001","0xffffffff","107.640189","1.3.1","host","USB","URB_INTERRUPT in"
"6874","01ff0100","31","0x00000001","0xffffffff","107.640189","1.3.1","host","USB","URB_INTERRUPT in"
"6875","01ff0100","31","0x00000001","0xffffffff","107.655789","1.3.1","host","USB","URB_INTERRUPT in"
"6876","01fe0300","31","0x00000001","0xffffffff","107.671389","1.3.1","host","USB","URB_INTERRUPT in"
"6877","01ff0100","31","0x00000001","0xffffffff","107.671389","1.3.1","host","USB","URB_INTERRUPT in"
"6878","01000200","31","0x00000001","0xffffffff","107.686989","1.3.1","host","USB","URB_INTERRUPT in"
"6879","01fe0200","31","0x00000001","0xffffffff","107.686989","1.3.1","host","USB","URB_INTERRUPT in"
"6880","01ff0200","31","0x00000001","0xffffffff","107.702589","1.3.1","host","USB","URB_INTERRUPT in"
"6881","01fe0100","31","0x00000001","0xffffffff","107.702589","1.3.1","host","USB","URB_INTERRUPT in"
"6882","01ff0100","31","0x00000001","0xffffffff","107.718189","1.3.1","host","USB","URB_INTERRUPT in"
"6883","01ff0100","31","0x00000001","0xffffffff","107.733789","1.3.1","host","USB","URB_INTERRUPT in"
"6884","01ff0100","31","0x00000001","0xffffffff","107.733789","1.3.1","host","USB","URB_INTERRUPT in"
"6885","01ff0100","31","0x00000001","0xffffffff","107.749389","1.3.1","host","USB","URB_INTERRUPT in"
"6886","01fe0100","31","0x00000001","0xffffffff","107.764989","1.3.1","host","USB","URB_INTERRUPT in"
"6887","01fe0000","31","0x00000001","0xffffffff","107.764989","1.3.1","host","USB","URB_INTERRUPT in"
"6888","01fd0200","31","0x00000001","0xffffffff","107.780589","1.3.1","host","USB","URB_INTERRUPT in"
"6889","01fd0200","31","0x00000001","0xffffffff","107.780589","1.3.1","host","USB","URB_INTERRUPT in"
"6890","01fe0000","31","0x00000001","0xffffffff","107.796189","1.3.1","host","USB","URB_INTERRUPT in"
"6891","01fb0200","31","0x00000001","0xffffffff","107.796189","1.3.1","host","USB","URB_INTERRUPT in"
"6892","01fe0000","31","0x00000001","0xffffffff","107.811789","1.3.1","host","USB","URB_INTERRUPT in"
"6893","01fd0200","31","0x00000001","0xffffffff","107.811789","1.3.1","host","USB","URB_INTERRUPT in"
"6894","01fe0000","31","0x00000001","0xffffffff","107.827389","1.3.1","host","USB","URB_INTERRUPT in"
"6895","01ff0000","31","0x00000001","0xffffffff","107.842989","1.3.1","host","USB","URB_INTERRUPT in"
"6896","01fe0100","31","0x00000001","0xffffffff","107.842989","1.3.1","host","USB","URB_INTERRUPT in"
"6897","01fe0000","31","0x00000001","0xffffffff","107.874189","1.3.1","host","USB","URB_INTERRUPT in"
"6898","01ff0000","31","0x00000001","0xffffffff","107.874189","1.3.1","host","USB","URB_INTERRUPT in"
"6899","01ff0100","31","0x00000001","0xffffffff","107.889789","1.3.1","host","USB","URB_INTERRUPT in"
"6900","01fe0000","31","0x00000001","0xffffffff","107.889789","1.3.1","host","USB","URB_INTERRUPT in"
"6901","01ff0000","31","0x00000001","0xffffffff","107.905389","1.3.1","host","USB","URB_INTERRUPT in"
"6902","01ff0000","31","0x00000001","0xffffffff","107.905389","1.3.1","host","USB","URB_INTERRUPT in"
"6903","01ff0000","31","0x00000001","0xffffffff","107.920989","1.3.1","host","USB","URB_INTERRUPT in"
"6904","01fe0000","31","0x00000001","0xffffffff","107.920989","1.3.1","host","USB","URB_INTERRUPT in"
"6905","01ff0000","31","0x00000001","0xffffffff","107.936589","1.3.1","host","USB","URB_INTERRUPT in"
"6906","01fe0000","31","0x00000001","0xffffffff","107.936589","1.3.1","host","USB","URB_INTERRUPT in"
"6907","01ff0000","31","0x00000001","0xffffffff","107.952189","1.3.1","host","USB","URB_INTERRUPT in"
"6908","01fe0000","31","0x00000001","0xffffffff","107.967789","1.3.1","host","USB","URB_INTERRUPT in"
"6909","01ff0100","31","0x00000001","0xffffffff","107.967789","1.3.1","host","USB","URB_INTERRUPT in"
"6910","01ff0000","31","0x00000001","0xffffffff","108.045790","1.3.1","host","USB","URB_INTERRUPT in"
"6911","01ff0100","31","0x00000001","0xffffffff","108.076990","1.3.1","host","USB","URB_INTERRUPT in"
"6912","01ff0100","31","0x00000001","0xffffffff","108.092590","1.3.1","host","USB","URB_INTERRUPT in"
"6913","01ff0000","31","0x00000001","0xffffffff","108.092590","1.3.1","host","USB","URB_INTERRUPT in"
"6914","01fe0000","31","0x00000001","0xffffffff","108.108190","1.3.1","host","USB","URB_INTERRUPT in"
"6915","01ff0100","31","0x00000001","0xffffffff","108.123790","1.3.1","host","USB","URB_INTERRUPT in"
"6916","01000100","31","0x00000001","0xffffffff","108.232990","1.3.1","host","USB","URB_INTERRUPT in"
"6917","01000200","31","0x00000001","0xffffffff","108.248590","1.3.1","host","USB","URB_INTERRUPT in"
"6918","01020200","31","0x00000001","0xffffffff","108.248590","1.3.1","host","USB","URB_INTERRUPT in"
"6919","01030200","31","0x00000001","0xffffffff","108.264190","1.3.1","host","USB","URB_INTERRUPT in"
"6920","01020000","31","0x00000001","0xffffffff","108.264190","1.3.1","host","USB","URB_INTERRUPT in"
"6921","01030200","31","0x00000001","0xffffffff","108.279790","1.3.1","host","USB","URB_INTERRUPT in"
"6922","01030200","31","0x00000001","0xffffffff","108.279790","1.3.1","host","USB","URB_INTERRUPT in"
"6923","01010100","31","0x00000001","0xffffffff","108.295390","1.3.1","host","USB","URB_INTERRUPT in"
"6924","01040200","31","0x00000001","0xffffffff","108.295390","1.3.1","host","USB","URB_INTERRUPT in"
"6925","01010100","31","0x00000001","0xffffffff","108.310990","1.3.1","host","USB","URB_INTERRUPT in"
"6926","01030200","31","0x00000001","0xffffffff","108.310990","1.3.1","host","USB","URB_INTERRUPT in"
"6927","01020200","31","0x00000001","0xffffffff","108.326590","1.3.1","host","USB","URB_INTERRUPT in"
"6928","01030200","31","0x00000001","0xffffffff","108.326590","1.3.1","host","USB","URB_INTERRUPT in"
"6929","01020300","31","0x00000001","0xffffffff","108.342190","1.3.1","host","USB","URB_INTERRUPT in"
"6930","01010100","31","0x00000001","0xffffffff","108.342190","1.3.1","host","USB","URB_INTERRUPT in"
"6931","01020200","31","0x00000001","0xffffffff","108.357790","1.3.1","host","USB","URB_INTERRUPT in"
"6932","01010100","31","0x00000001","0xffffffff","108.357790","1.3.1","host","USB","URB_INTERRUPT in"
"6933","01010100","31","0x00000001","0xffffffff","108.373390","1.3.1","host","USB","URB_INTERRUPT in"
"6934","01010100","31","0x00000001","0xffffffff","108.404590","1.3.1","host","USB","URB_INTERRUPT in"
"6935","01010000","31","0x00000001","0xffffffff","108.420190","1.3.1","host","USB","URB_INTERRUPT in"
"6936","01010000","31","0x00000001","0xffffffff","108.420190","1.3.1","host","USB","URB_INTERRUPT in"
"6937","01010100","31","0x00000001","0xffffffff","108.435790","1.3.1","host","USB","URB_INTERRUPT in"
"6938","01020100","31","0x00000001","0xffffffff","108.451390","1.3.1","host","USB","URB_INTERRUPT in"
"6939","01030100","31","0x00000001","0xffffffff","108.451390","1.3.1","host","USB","URB_INTERRUPT in"
"6940","01000100","31","0x00000001","0xffffffff","108.466990","1.3.1","host","USB","URB_INTERRUPT in"
"6941","01020200","31","0x00000001","0xffffffff","108.466990","1.3.1","host","USB","URB_INTERRUPT in"
"6942","01010100","31","0x00000001","0xffffffff","108.482590","1.3.1","host","USB","URB_INTERRUPT in"
"6943","01020200","31","0x00000001","0xffffffff","108.482590","1.3.1","host","USB","URB_INTERRUPT in"
"6944","01010100","31","0x00000001","0xffffffff","108.498190","1.3.1","host","USB","URB_INTERRUPT in"
"6945","01020000","31","0x00000001","0xffffffff","108.498190","1.3.1","host","USB","URB_INTERRUPT in"
"6946","01020100","31","0x00000001","0xffffffff","108.513790","1.3.1","host","USB","URB_INTERRUPT in"
"6947","01010100","31","0x00000001","0xffffffff","108.529390","1.3.1","host","USB","URB_INTERRUPT in"
"6948","01030100","31","0x00000001","0xffffffff","108.544990","1.3.1","host","USB","URB_INTERRUPT in"
"6949","01010100","31","0x00000001","0xffffffff","108.544990","1.3.1","host","USB","URB_INTERRUPT in"
"6950","01010100","31","0x00000001","0xffffffff","108.560591","1.3.1","host","USB","URB_INTERRUPT in"
"6951","01010100","31","0x00000001","0xffffffff","108.576191","1.3.1","host","USB","URB_INTERRUPT in"
"6952","01010000","31","0x00000001","0xffffffff","108.576191","1.3.1","host","USB","URB_INTERRUPT in"
"6953","01010100","31","0x00000001","0xffffffff","108.591791","1.3.1","host","USB","URB_INTERRUPT in"
"6954","01010000","31","0x00000001","0xffffffff","108.591791","1.3.1","host","USB","URB_INTERRUPT in"
"6955","01010100","31","0x00000001","0xffffffff","108.607391","1.3.1","host","USB","URB_INTERRUPT in"
"6956","01010100","31","0x00000001","0xffffffff","108.607391","1.3.1","host","USB","URB_INTERRUPT in"
"6957","01010000","31","0x00000001","0xffffffff","108.622991","1.3.1","host","USB","URB_INTERRUPT in"
"6958","01010000","31","0x00000001","0xffffffff","108.638591","1.3.1","host","USB","URB_INTERRUPT in"
"6959","01010100","31","0x00000001","0xffffffff","108.638591","1.3.1","host","USB","URB_INTERRUPT in"
"6960","01010100","31","0x00000001","0xffffffff","108.654191","1.3.1","host","USB","URB_INTERRUPT in"
"6961","01030100","31","0x00000001","0xffffffff","108.654191","1.3.1","host","USB","URB_INTERRUPT in"
"6962","01010100","31","0x00000001","0xffffffff","108.669791","1.3.1","host","USB","URB_INTERRUPT in"
"6963","01010100","31","0x00000001","0xffffffff","108.669791","1.3.1","host","USB","URB_INTERRUPT in"
"6964","01020100","31","0x00000001","0xffffffff","108.685391","1.3.1","host","USB","URB_INTERRUPT in"
"6965","01010000","31","0x00000001","0xffffffff","108.685391","1.3.1","host","USB","URB_INTERRUPT in"
"6966","01010000","31","0x00000001","0xffffffff","108.700991","1.3.1","host","USB","URB_INTERRUPT in"
"6967","01010000","31","0x00000001","0xffffffff","108.732191","1.3.1","host","USB","URB_INTERRUPT in"
"6968","01020000","31","0x00000001","0xffffffff","108.794591","1.3.1","host","USB","URB_INTERRUPT in"
"6969","00000000","31","0x00000001","0xffffffff","108.934991","1.3.1","host","USB","URB_INTERRUPT in"
"6970","00010000","31","0x00000001","0xffffffff","108.950591","1.3.1","host","USB","URB_INTERRUPT in"
"6971","00020000","31","0x00000001","0xffffffff","108.966191","1.3.1","host","USB","URB_INTERRUPT in"
"6972","0003ff00","31","0x00000001","0xffffffff","108.981791","1.3.1","host","USB","URB_INTERRUPT in"
"6973","0001ff00","31","0x00000001","0xffffffff","108.981791","1.3.1","host","USB","URB_INTERRUPT in"
"6974","0001ff00","31","0x00000001","0xffffffff","108.997391","1.3.1","host","USB","URB_INTERRUPT in"
"6975","0001fe00","31","0x00000001","0xffffffff","108.997391","1.3.1","host","USB","URB_INTERRUPT in"
"6976","0002fe00","31","0x00000001","0xffffffff","109.012991","1.3.1","host","USB","URB_INTERRUPT in"
"6977","0002fe00","31","0x00000001","0xffffffff","109.012991","1.3.1","host","USB","URB_INTERRUPT in"
"6978","0003fd00","31","0x00000001","0xffffffff","109.028591","1.3.1","host","USB","URB_INTERRUPT in"
"6979","0001ff00","31","0x00000001","0xffffffff","109.028591","1.3.1","host","USB","URB_INTERRUPT in"
"6980","0002fe00","31","0x00000001","0xffffffff","109.044191","1.3.1","host","USB","URB_INTERRUPT in"
"6981","0002fe00","31","0x00000001","0xffffffff","109.044191","1.3.1","host","USB","URB_INTERRUPT in"
"6982","0001ff00","31","0x00000001","0xffffffff","109.059791","1.3.1","host","USB","URB_INTERRUPT in"
"6983","0002fe00","31","0x00000001","0xffffffff","109.059791","1.3.1","host","USB","URB_INTERRUPT in"
"6984","0000ff00","31","0x00000001","0xffffffff","109.075391","1.3.1","host","USB","URB_INTERRUPT in"
"6985","0000ff00","31","0x00000001","0xffffffff","109.075391","1.3.1","host","USB","URB_INTERRUPT in"
"6986","0001fc00","31","0x00000001","0xffffffff","109.075391","1.3.1","host","USB","URB_INTERRUPT in"
"6987","0001ff00","31","0x00000001","0xffffffff","109.090991","1.3.1","host","USB","URB_INTERRUPT in"
"6988","0000ff00","31","0x00000001","0xffffffff","109.106591","1.3.1","host","USB","URB_INTERRUPT in"
"6989","0001fd00","31","0x00000001","0xffffffff","109.122191","1.3.1","host","USB","URB_INTERRUPT in"
"6990","0001ff00","31","0x00000001","0xffffffff","109.122191","1.3.1","host","USB","URB_INTERRUPT in"
"6991","0001fe00","31","0x00000001","0xffffffff","109.153392","1.3.1","host","USB","URB_INTERRUPT in"
"6992","0001fe00","31","0x00000001","0xffffffff","109.168992","1.3.1","host","USB","URB_INTERRUPT in"
"6993","0001ff00","31","0x00000001","0xffffffff","109.168992","1.3.1","host","USB","URB_INTERRUPT in"
"6994","0001ff00","31","0x00000001","0xffffffff","109.184592","1.3.1","host","USB","URB_INTERRUPT in"
"6995","0001ff00","31","0x00000001","0xffffffff","109.184592","1.3.1","host","USB","URB_INTERRUPT in"
"6996","0000ff00","31","0x00000001","0xffffffff","109.200192","1.3.1","host","USB","URB_INTERRUPT in"
"6997","0000ff00","31","0x00000001","0xffffffff","109.200192","1.3.1","host","USB","URB_INTERRUPT in"
"6998","0000ff00","31","0x00000001","0xffffffff","109.215792","1.3.1","host","USB","URB_INTERRUPT in"
"6999","0002fe00","31","0x00000001","0xffffffff","109.215792","1.3.1","host","USB","URB_INTERRUPT in"
